1,7/24/2024,13:31,36223,Anzahl,9,36223GRS,3.6,11,13,271,271
2,7/24/2024,13:52,36223,Anzahl,9,36223GRS,3.6,11,14,268.4,268.4
3,7/24/2024,13:56,36223,Anzahl,9,36223GRS,3.6,11,15,273.8,273.8
4,7/24/2024,14:01,36223,Anzahl,9,36223GRS,3.6,11,16,274,274
5,7/24/2024,14:32,36223,Anzahl,9,36223GRS,3.6,11,19,274.6,274.6
6,7/24/2024,17:10,36223,Anzahl,9,36223GRS,3.6,11,24,274.6,274.6
7,7/24/2024,17:17,36223,Anzahl,9,36223GRS,3.6,11,25,274,274
8,7/25/2024,8:37,36223,Anzahl,9,36223GRS,3.6,11,1,270.4,270.4
9,7/25/2024,8:50,36223,Anzahl,5,36223GRS,2,11,2,151.8,151.8
10,7/25/2024,8:56,36223,Anzahl,5,36223GRS,2,11,3,149.6,149.6
11,7/25/2024,9:02,36223,Anzahl,5,36223GRS,2,11,4,149,149
12,7/25/2024,11:27,36223,Anzahl,6,36223GRS,2.4,11,8,180.4,180.4
13,7/25/2024,11:43,36223,Anzahl,6,36223GRS,2.4,11,9,176.2,176.2
14,7/25/2024,11:52,36223,Anzahl,6,36223GRS,2.4,11,10,180.4,180.4
15,7/25/2024,12:03,36223,Anzahl,6,36223GRS,2.4,11,11,185.8,185.8
16,7/25/2024,12:14,36223,Anzahl,7,36223GRS,2.8,11,12,190.2,190.2
17,7/25/2024,12:23,36223,Anzahl,6,36223GRS,2.4,11,13,182.6,182.6
18,7/25/2024,12:44,36223,Anzahl,6,36223GRS,2.4,11,14,183,183
