1,12/2/2022,16:35,33880G,Anzahl,11,33880GRS,33880GRS    ,9,8,448.8,448.8
2,12/2/2022,16:45,33880G,Anzahl,11,33880GRS,33880GRS    ,9,9,444.4,444.4
3,12/2/2022,16:48,33880G,Anzahl,11,33880GRS,33880GRS    ,9,10,444,444
4,12/2/2022,18:59,33880G,Anzahl,11,33880GRS,33880GRS    ,9,11,444.4,444.4
5,12/2/2022,19:01,33880G,Anzahl,11,33880GRS,33880GRS    ,9,12,445.8,445.8
6,12/2/2022,19:03,33880G,Anzahl,11,33880GRS,33880GRS    ,9,13,449.2,449.2
7,12/2/2022,20:16,33880G,Anzahl,12,33880GRS,33880GRS    ,9,14,491,491
8,12/2/2022,20:18,33880G,Anzahl,13,33880GRS,33880GRS    ,9,15,500.4,500.4
9,12/2/2022,20:21,33880G,Anzahl,13,33880GRS,33880GRS    ,9,16,514.8,514.8
